18	['list', 'particular', 'product', 'help', 'carnivor', 'pet', 'suggest', 'consid', 'ingredi', 'food', 'realli', 'realli', 'matter', 'dog', 'meant', 'eat', 'corn', 'wheat', 'mani', 'dog', 'food', 'contain', 'volum', 'filler', 'mean', 'cut', 'cost', 'want', 'look', 'dri', 'wet', 'food', 'choic', 'predominantli', 'meat', 'protein', 'anim', 'fat', 'help', 'dog', 'healthi', 'happi', 'choic', 'also', 'expens', 'typic', 'need', 'go', 'dedic', 'pet', 'store', 'groceri', 'store', 'purchas']
19	['daili', 'exercis', 'good', 'kitten', 'mental', 'physic', 'well', 'exercis', 'help', 'babi', 'cat', 'avoid', 'problem', 'joint', 'later', 'life', 'basic', 'get', 'cat', 'habit', 'regular', 'physic', 'activ', 'young', 'cornerston', 'long', 'healthi', 'life', 'help', 'physic', 'develop', 'much', 'enough', 'make', 'sure', 'consist', 'amount', 'exercis', 'kitten', 'get', 'need', 'help', 'build', 'stamina', 'way', 'exercis', 'regularli', 'caution', 'kitten', 'stage', 'much', 'young', 'rigor', 'activ', 'abl', 'grow', 'older', 'amount', 'exercis', 'kitten', 'need', 'depend', 'age', 'breed', 'medic', 'condit', 'everi', 'breed', 'long', 'walk', 'central', 'park', 'breed', 'build', 'go', 'distanc', 'other', 'alway', 'readi', 'romp', 'gener', 'tri', 'spend', '10', '15', 'minut', 'time', 'day', 'engag', 'cat', 'form', 'activ', 'young', 'cat', 'kitten', 'usual', 'take', 'initi', 'engag', 'play', 'find', 'entertain', 'take', 'look', 'exercis', 'cat', 'guid']
20	['rabbit', 'clean', 'easi', 'train', 'litter', 'tray', 'use', 'natur', 'rabbit', 'spend', 'lot', 'time', 'hutch', 'warren', 'learn', 'use', 'corner', 'rather', 'ever', 'keep', 'live', 'area', 'clean', 'mean', 'job', 'rabbit', 'owner', 'much', 'easi', 'evolut', 'do', 'hard', 'work', 'find', 'spot', 'first', 'hous', 'train', 'rabbit', 'confin', 'small', 'section', 'hous', 'prefer', 'one', 'easi', 'clean', 'area', 'non', 'absorb', 'floor', 'like', 'tile', 'linoleum', 'anim', 'rabbit', 'make', 'mistak', 'first', 'confin', 'area', 'corner', 'want', 'play', 'sever', 'small', 'litter', 'tray', 'newspap', 'catch', 'spill', 'suggest', 'place', 'someth', 'soil', 'tray', 'reinforc', 'smell', 'howev', 'care', 'wood', 'use', 'discuss', 'section', 'litter', 'time', 'notic', 'bunni', 'prefer', 'one', 'spot', 'anoth', 'start', 'prefer', 'slowli', 'remov', 'tray', 'one', 'time', 'accid', 'spot', 'return', 'tray', 'start', 'like', 'bunni', 'pick', 'what', 'happen', 'spot', 'choos', 'get', 'larg', 'elbor', 'tray', 'eventu', 'imprint', 'litter', 'tray', 'rather', 'area', 'allow', 'move', 'litter', 'tray', 'conveni', 'locat', 'need', 'leav', 'bunni', 'someon', 'els', 'litter', 'tray', 'go', 'reduc', 'mess', 'choos', 'right', 'litter', 'rabbit', 'cat', 'litter', 'design', 'cat', 'appropri', 'rabbit', 'els', 'softwood', 'litter', 'base', 'pine', 'cedar', 'must', 'avoid', 'safer', 'choic', 'includ', 'paper', 'hardwood', 'take', 'time', 'find', 'right', 'amount', 'litter', 'rabbit', 'differ', 'prefer', 'deal', 'mess', 'number', 'one', 'loos', 'litter', 'rabbit', 'larg', 'strong', 'leg', 'cat', 'strong', 'urg', 'dig', 'mean', 'litter', 'especi', 'use', 'litter', 'go', 'fli', 'best', 'thing', 'minimis', 'mess', 'get', 'larg', 'deeper', 'litter', 'tray', 'rabbit', 'often', 'tri', 'posit', 'corner', 'reliev', 'posit', 'open', 'way', 'away', 'choos', 'corner', 'box', 'help', 'reduc', 'spillag', 'imag', 'show', 'ideal', 'rabbit', 'litter', 'tray', 'enclos', 'litter', 'tray', 'unlik', 'natur', 'bunni', 'litter', 'tray', 'porou', 'earthen', 'enclosur', 'plant', 'enthusiast', 'absorb', 'nitrogen', 'non', 'porou', 'tray', 'need', 'empti', 'frequent', 'leav', 'enclos', 'allow', 'nitrogen', 'build', 'rabbit', 'pee', 'smell', 'often', 'clean', 'absorb', 'litter', 'answer', 'enclos', 'trya', 'enclos', 'smell', 'rabbit', 'nose', 'much', 'sensit', 'smell', 'build', 'much', 'go', 'choos', 'anoth', 'place', 'go', 'like', 'bed', 'number', 'two', 'happi', 'trail', 'rabbit', 'occasion', 'suffer', 'excit', 'induc', 'fecal', 'incontin', 'cute', 'know', 'happi', 'trail', 'excit', 'whether', 'posit', 'experi', 'come', 'home', 'feed', 'time', 'new', 'vistor', 'neg', 'experi', 'rabbit', 'nail', 'clip', 'bunni', 'may', 'releas', 'drop', 'pellet', 'outsid', 'control', 'usal', 'hard', 'dri', 'easi', 'clean', 'one', 'joy', 'own', 'rabbit', 'pamper', 'rabbit', 'rabbit', 'comfort', 'area', 'eat', 'add', 'hay', 'litter', 'box', 'also', 'help', 'passiv', 'posit', 'rabbit', 'corner', 'rabbit', 'quit', 'clean', 'reliev', 'food', 'posit', 'hay', 'one', 'corner', 'box', 'encourag', 'rabbit', 'go', 'opposit', 'one', 'wast', 'want', 'one', 'final', 'slightli', 'topic', 'note', 'mention', 'rabbit', 'wast', 'well', 'fed', 'bunni', 'high', 'nitrogen', 'use', 'recycl', 'paper', 'base', 'litter', 'use', 'litter', 'excel', 'fertil', 'use', 'garden', 'exampl', 'grow', 'nice', 'leafi', 'green', 'veget', 'fee', 'rabbit', 'thu', 'complet', 'circl', 'life']
21	['low', 'get', 'away', 'issu', 'much', 'output', 'keep', 'laser', 'beam', 'away', 'cat', 'eye', 'minim', 'damag', 'event', 'accident', 'shine', 'laser', 'cat', 'eye', 'reason', 'behind', 'illeg', 'shine', 'laser', 'pass', 'airplan', 'possibl', 'blind', 'pilot']
22	['use', 'red', 'laser', 'danger', 'hit', 'eye', 'cat', 'human', 'red', 'laser', 'usual', 'much', 'less', 'power', 'still', 'visibl', 'cat', 'littl', 'torn', 'topic', 'use', 'red', 'laser', 'cat', 'toy', 'lot', 'time', 'realli', 'intend', 'cat', 'toy', 'worth', 'rememb', 'eye', 'far', 'sensit', 'use', 'laser', 'exercis', 'addit', 'caution']
23	['live', 'caribbean', 'pretti', 'much', 'alway', 'hot', 'whenev', 'cat', 'get', 'restless', 'constant', 'knead', 'meow', 'claw', 'etc', 'give', 'cool', 'tap', 'water', 'anytim', 'fan', 'like', 'sit', 'back', 'chair', 'appar', 'enjoy', 'breez', 'also', 'seem', 'like', 'cold', 'floor', 'tile', 'day', 'rare', 'see', 'rug', 'night', 'put', 'hard', 'pillow', 'basket', 'keep', 'next', 'slightli', 'open', 'window', 'thing', 'keep', 'curtain', 'close', 'direct', 'sun', 'reach', 'home', 'keep', 'door', 'window', 'open', 'bit', 'occasion', 'breez', 'pa', 'also', 'keep', 'water', 'open', 'contain', 'corner']
24	['great', 'luck', 'thundershirt', 'calm', 'pet', 'cat', 'dog', 'work', 'give', 'dog', 'safe', 'place', 'go', 'like', 'crate', 'may', 'provid', 'relief', 'put', 'crate', 'locat', 'away', 'extern', 'wall', 'may', 'help', 'well']
25	['articl', 'princeton', 'univers', 'deal', 'laser', 'pointer', 'use', 'human', 'effect', 'mention', 'use', 'laser', 'pointer', 'higher', '5', 'mw', 'danger', 'use', 'seem', 'like', 'green', 'one', 'might', 'safe', 'although', 'recommend', 'low', 'output', 'well', 'safer', 'like', 'laser', 'avoid', 'point', 'cat', 'eye', 'reflect', 'surfac', 'might', 'reflect', 'laser', 'eye', 'caus', 'problem', 'way', 'human', 'though', 'beyond', 'output', 'anoth', 'concern', 'sinc', 'cat', 'kill', 'laser', 'abl', 'come', 'high', 'hunt', 'may', 'redirect', 'energi', 'neg', 'way', 'excess', 'groom', 'aggress', 'etc', 'suggest', 'end', 'laser', 'pointer', 'play', 'session', 'give', 'cat', 'someth', 'kill', 'stuff', 'toy', 'someth', 'similar']
26	['need', 'refresh', 'cat', 'perfectli', 'capabl', 'stay', 'inact', 'long', 'period', 'time', 'hot', 'hour', 'day', 'genet', 'program', 'predat', 'good', 'conserv', 'energi', 'find', 'seclud', 'spot', 'lurk', 'prey', 'ambush', 'condit', 'hot', 'might', 'exhaust', 'overheat', 'fast', 'make', 'sure', 'cat', 'shade', 'retreat', 'access', 'fresh', 'water', 'place', 'stay', 'well', 'ventil', 'fresh', 'air', 'come', 'prefer', 'access', 'outdoor', 'possibl', 'cat', 'often', 'retreat', 'bush', 'high', 'grass', 'hot', 'hour', 'day', 'also', 'perfectli', 'normal', 'enjoy', 'bit', 'sun', 'worri', 'fur', 'get', 'hot', 'well', 'insul', 'cat', 'speci', 'take', 'long', 'time', 'heat', 'propag', 'onto', 'bodi', 'cat', 'speci', 'short', 'fur', 'heat', 'toler', 'threshold', 'ever', 'slightli', 'low', 'longer', 'fur', 'one', 'also', 'exchang', 'heat', 'mostli', 'breath', 'pad', 'fur', 'perhap', 'give', 'cat', 'access', 'area', 'lay', 'floor', 'tile', 'cooler', 'surfac', 'bad', 'idea', 'either', 'short', 'though', 'long', 'cat', 'essenti', 'provid', 'like', 'access', 'fresh', 'water', 'shade', 'well', 'air', 'area', 'refresh', 'well', 'enough', 'even', 'hot', 'climat', 'hottest', 'hour', 'use', 'howev', 'water', 'sprinkler', 'spray', 'bottl', 'intent', 'help', 'cool', 'cat', 'utterli', 'dislik', 'learn', 'run', 'away', 'achiev', 'opposit', 'stress', 'overheat', 'cat']
27	['miss', 'rabbit', 'great', 'pet', 'treat', 'found', 'veggi', 'make', 'happi', 'alway', 'pellet', 'tend', 'make', 'chubbi', 'rabbit', 'much', 'prefer', 'fresh', 'veggi', 'especi', 'carrot', 'top', 'love', 'green', 'orang', 'part', 'much', 'bug', 'bunni', 'fresh', 'hay', 'one', 'thing', 'realli', 'avoid', 'celeri', 'string', 'stock', 'could', 'choke', 'rabbit', 'gener', 'carrot', 'dandelion', 'romain', 'lettuc', 'big', 'favourit', 'guy', 'good']
28	['distract', 'via', 'food', 'voic', 'otherwis', 'usual', 'good', 'way', 'manag', 'short', 'term', 'person', 'view', 'take', 'quit', 'time', 'dog', 'get', 'connect', 'use', 'distract', 'alon', 'reli', 'thing', 'happen', 'e', 'whenev', 'child', 'happen', 'pa', 'anoth', 'short', 'term', 'techniqu', 'help', 'find', 'incompat', 'behaviour', 'e', 'one', 'perform', 'behaviour', 'exhibit', 'problem', 'behaviour', 'time', 'case', 'exampl', 'might', 'ask', 'dog', 'sit', 'watch', 'behaviour', 'incompat', 'lung', 'e', 'lung', 'sit', 'time', 'ensur', 'motiv', 'keep', 'sit', 'high', 'fear', 'child', 'get', 'averag', 'treat', 'special', 'super', 'yummi', 'sausag', 'steak', 'whatev', 'like', 'differ', 'simpl', 'distract', 'ask', 'dog', 'activ', 'stuff', 'know', 'lung', 'child', 'mean', 'lose', 'reward', 'know', 'get', 'keep', 'still', 'littl', 'bit', 'longer', 'long', 'term', 'solut', 'call', 'desensit', 'counter', 'condit', 'short', 'mean', 'gradual', 'get', 'dog', 'use', 'whatev', 'trigger', 'fear', 'reaction', 'fear', '99', 'time', 'rather', 'aggress', 'time', 'associ', 'trigger', 'posit', 'outcom', 'practic', 'mean', 'want', 'recruit', 'someon', 'child', 'help', 'sinc', 'child', 'seem', 'trigger', 'main', 'thing', 'make', 'train', 'exercis', 'safe', 'child', 'dog', 'ideal', 'set', 'fenc', 'dog', 'child', 'dog', 'get', 'child', 'even', 'lose', 'control', 'leash', 'find', 'distanc', 'dog', 'still', 'comfort', 'child', 'e', 'well', 'start', 'lung', 'show', 'warn', 'signal', 'growl', 'rais', 'heckl', 'etc', 'comfort', 'distanc', 'whenev', 'dog', 'look', 'child', 'reward', 'lot', 'prais', 'food', 'toy', 'motiv', 'dog', 'realli', 'hammer', 'home', 'good', 'thing', 'happen', 'look', 'child', 'react', 'best', 'way', 'dog', 'food', 'motiv', 'give', 'special', 'type', 'treat', 'nice', 'find', 'get', 'around', 'child', 'behav', 'use', 'type', 'treat', 'anyth', 'els', 'dog', 'happi', 'child', 'certain', 'distanc', 'realis', 'good', 'thing', 'happen', 'child', 'around', 'move', 'step', 'closer', 'realli', 'go', 'slowli', 'get', 'wrong', 'undo', 'lot', 'work', 'point', 'get', 'wrong', 'dog', 'react', 'child', 'lead', 'away', 'safe', 'distanc', 'start', 'punish', 'dog', 'one', 'push', 'quickli', 'situat', 'dog', 'comfort', 'simpli', 'go', 'back', 'distanc', 'dog', 'ok', 'start', '5', '10', 'minut', 'wait', 'next', 'day', 'gradual', 'build', 'dog', 'resist', 'child', 'slowli', 'associ', 'good', 'keep', 'mind', 'might', 'long', 'slow', 'process', 'simpl', 'reason', 'actual', 'walk', 'dog', 'forc', 'situat', 'comfort', 'child', 'unfortun', 'tendenc', 'want', 'pet', 'even', 'fearsom', 'aggress', 'look', 'dog', 'lung', 'kid', 'probabl', 'run', 'away', 'mean', 'dog', 'respons', 'get', 'reinforc', 'undo', 'dog', 'scar', 'kid', 'dog', 'lung', 'kid', 'run', 'away', 'dog', 'achiev', 'desir', 'outcom']
29	['lot', 'toy', 'market', 'design', 'stimul', 'cat', 'stick', 'indoor', 'environ', 'usual', 'design', 'mimic', 'behaviour', 'cat', 'use', 'outsid', 'wild', 'etc', 'suggest', 'might', 'want', 'tri', 'involv', 'buy', 'possibl', 'expens', 'toy', 'cat', 'might', 'like', 'give', 'food', 'hunt', 'often', 'use', 'cat', 'treat', 'hide', 'box', 'paper', 'bag', 'like', 'cat', 'hunt', 'like', 'box', 'bag', 'play', 'hunt', 'food', 'give', 'someth', 'climb', 'scratch', 'cat', 'like', 'outdoor', 'cat', 'know', 'like', 'like', 'climb', 'whatev', 'find', 'fenc', 'tree', 'etc', 'tri', 'mimic', 'insid', 'cat', 'tree', 'someth', 'similar', 'might', 'help', 'like', 'string', 'might', 'want', 'consid', 'toy', 'string', 'get', 'one', 'stick', 'hold', 'also', 'find', 'one', 'mount', 'door', 'door', 'frame', 'chase', 'pounc']
30	['dog', 'territori', 'protect', 'area', 'whenev', 'natur', 'artifici', 'border', 'separ', 'territori', 'territori', 'aggress', 'tho', 'open', 'fenc', 'door', 'like', 'observ', 'dog', 'bark', 'passer', 'walk', 'next', 'fenc', 'stop', 'soon', 'pass', 'open', 'door', 'might', 'possibl', 'case', 'probabl', 'observ', 'behaviour', 'previous', 'dog', 'behind', 'fenc', 'describ', 'somewhat', 'low', 'expect', 'unlik', 'stop', 'dog', 'bark', 'passer', 'approach', 'barrier', 'learn', 'protect', 'adopt', 'territori', 'say', 'learn', 'larg', 'part', 'behaviour', 'would', 'precondit', 'greatli', 'depend', 'dog', 'speci', 'say', 'territori', 'dog', 'speci', 'lenient', 'stranger', 'approach', 'might', 'permiss', 'one', 'way', 'prevent', 'would', 'distanc', 'dog', 'fenc', 'mayb', 'build', 'kennel', 'within', 'fenc', 'far', 'enough', 'dog', 'feel', 'comfort', 'stranger', 'pass', 'would', 'depend', 'individu', 'dog', 'realli', 'even', 'peck', 'order', 'one', 'would', 'advis', 'chain', 'dog', 'anyth', 'sort', 'caus', 'inconveni', 'dog', 'realli', 'mere', 'job', 'bark', 'stranger', 'stranger', 'mean', 'passer', 'dog', 'yet', 'success', 'identifi', 'approach', 'differ', 'dog', 'breed', 'differ', 'sight', 'smell', 'hear', 'abil', 'vari', 'altern', 'possibl', 'move', 'fenc', 'slightli', 'protrud', 'onto', 'street', 'least', 'bit', 'neighbour', 'dog', 'see', 'smell', 'hear', 'incom', 'passer', 'nearli', 'brush', 'fenc', 'surpris', 'dog', 'make', 'bark', 'even', 'vigor', 'even', 'way', 'around', 'recess', 'fenc', 'inward', 'enough', 'space', 'pathway', 'beyond', 'fenc', 'fenc', 'anyway', 'mani', 'way', 'help', 'prevent', 'low', 'frequenc', 'bark', 'fenc', 'know', 'behavior', 'origin', 'observ', 'dog', 'allow', 'move', 'freeli', 'lawn', 'take', 'mental', 'note', 'dog', 'feel', 'threaten', 'passer', 'appli', 'rule', 'learn', 'whatev', 'would', 'keep', 'dog', 'bark', 'fenc', 'breed', 'tend', 'nervou', 'other', 'might', 'easier', 'appli', 'rule', 'mitig', 'problem', 'terrier', 'particularli', 'territori', 'name', 'come', 'tho', 'also', 'shepherd', 'usual', 'someth', 'els', 'protect', 'within', 'protect', 'area', 'hound', 'similar', 'might', 'even', 'give', 'attent', 'passer', 'gener', 'rule', 'thumb', 'though', 'big', 'dog', 'breed', 'tend', 'confid', 'slow', 'less', 'energet', 'reaction', 'stranger', 'unless', 'feel', 'realli', 'learn', 'dog', 'way', 'two', 'work', 'togeth', 'figur']
