10	I've had a few vets, and all of them say that corn based food is bad. This may be a biased opinion since they each sell some kind of specialty brand pet food. Their explanation is that while domesticated dogs can eat corn based food because they get used to it, their digestive system is built to handle meat. When I asked what other brands aside from the ones they sell would they recommend, almost all of them said Nutro is the best brand to feed a dog. Benefits include: It's easier for them to digest, so they poop less Their coat feels better They shed less When I switched my dogs to Nutro, I've witnessed those results, except for the shedding less, as my dogs don't shed. Keep in mind that Nutro may be an expensive purchase.
11	One theory I've heard is that plastic bags contain the remnants of fats from animal byproducts, which the cats can taste/smell, this seems a little doubtful, though not impossible, given that not all bags are made from petroleum products. Another theory is that the plastic has acquired scents from other substances and the cats are reacting to that. Either theory kind of makes sense; both our cats lick bags all the time. The common connection I see is that the plastic had come in contact with things from the grocery store. This lends a bit of credence to the second theory.
12	I would say that in this case, try not letting the dog go out at night. It may cost you a few nights sleep, but eventually the dog will learn that going out at night isn't allowed. Make sure to take the dog out right before "bed" time so that the dog doesn't resort to going inside the house in anger. Also, crating the dog at night may be an option if the behavior doesn't stop.
13	Cats tend to nibble on you as a sign of affection. As long as they aren't latching on and trying to draw blood/chunks of skin it's not dangerous. If you are dedicated to stopping the behavior I have found that a spray bottle works, but since it may not always be on hand, reducing the opportunities for the cat to nibble on you may also reduce the behavior. You may also find that the cat giving you bites is a cry for attention from the cat and if you regularly play with and pay attention to the cat, the bites may stop all together.
14	Read the coverages carefully. When I investigated pet insurance several years ago, I found that it was only useful for catastrophic costs; the premiums were about equal to the cost of the annual exam (or vet check) and shots, and provided minimal discount there. At that point, you're playing the odds: if your pet develops cancer, you'll be glad to have the insurance, but if it develops something that requires medication, but not surgery, it may not help much. Additionally, there is often an age threshold: for the policies I was looking at, my ten-year-old cats were too old. The best way to evaluate the cost is to compare the premiums and coverage amounts with your past and current data, if you have it, or failing that, with estimates from your vet.
15	While kittens generally can handle dairy products, adult cats usually can't. Feeding cats dairy products can lead to digestive issues resulting in diarrhea or vomiting. Simply stopping giving into the kittens demands would most likely stop this behavior as the cat will learn that their meowing doesn't result in a reward. Backing information on dairy and cats: Human Foods that are Dangerous for Cats (petmd.com)
16	Cheese contains lots of fat, which is a tasty treat for a cat, but it should really be just a treat. I think you probably want to reduce that quantity a bit, maybe to a fifth of that and make it a more special snack instead and look for alternate treats, such as hard treats that will keep his teeth in good shape.
17	Exercise is very important for a young kitten/cat. They should be getting about 1-2 hours a day of exercise. To get them to play just find a game that they both love. For example my kitten will not play unless it is with a mouse. Try buying them a few toys and see which one they like the best.
18	Listing particular products for you will not be helpful. As with most carnivorous pets, what I can suggest is to consider that the ingredients of the food really, really, matter. Dogs are not meant to eat corn or wheat, but many dog food contain some volume of these as filler and as a means to cut costs. What you want to look for are dry or wet food choices that are predominantly meat (proteins) and animal fats. These will help your dog to be healthy and happy, but these choices are also more expensive. You'll typically need to go to a dedicated pet store than a grocery store to purchase them.
19	Daily exercise is good for both your kitten's mental and physical well-being. Exercise can help your baby cat avoid problems with his joints later on in life. Basically, getting your cat in the habit of regular physical activity while he's young is the cornerstone to a long healthy life and helps his physical development. How Much is Enough? Make sure you're consistent with the amount of exercise your kitten gets. You need to help him build its stamina, and the only way he can do this is by exercising regularly but with caution. At the kitten stage, he's much too young to be doing the rigorous activities that he will be more able to do as he grows older. The amount of exercise your kitten needs depends on his age, breed and medical condition. Not every breed will be up for a long walk through Central Park. Some breeds are just not built to go the distance, while others are always ready to romp. But in general You should try to spend about 10-15 minutes a few times each day engaging your cat in some form of activity. Young cats and kittens will usually take the initiative in engaging you in play, or they will find their own entertainment. Take a look at : Exercising with Your Cat: A How-To Guide
20	Rabbits are very clean and easy to train for litter tray use. In nature, rabbits spend a lot of time in hutches and warrens, so learning to use a corner rather than where ever they are keeps their living area clean. This means your job as a rabbit owner is much easier as evolution has done most of the hard work. Most... Finding their "spot" When first house training your rabbit, confine them to a small section of the house, preferable one that is easy to clean such as an area with non-absorbant flooring, like tiles or linoleum - as with all animals, rabbits will make mistakes at first. In this confined area, in the corners you want to play several small litter trays over newspaper to catch any spills. As suggested, if you can, place something that has been soiled into the trays to reinforce the smell - however be careful with which wood you use, why is discussed below in the section on litter. Over time you will notice that your bunny will prefer one spot over another. As they start this preference, slowly remove the other trays one at a time. If they do have accidents in other spots, return the trays and start again. But its very likely your bunny will pick up on whats happening. Once they have a spot chosen, you can get a larger (more elborate) tray, and eventually they will imprint on the litter tray, rather than the area. This allows you to move the litter tray to a more convenient location, or if you need to leave your bunny with someone else the litter tray can go with to reduce mess. Choosing the right litter Rabbits are not cats and some litters designed for cats are not appropriate for rabbits. Above all else, softwood litters such as those based on pine or cedar must be avoided!. Safer choices include paper or hardwoods. Take time to find the right amount of litter for your rabbit, as they all have different preferences. Dealing with mess Number one: loose litter Rabbits have larger and stronger legs than a cat, and a stronger urge to dig. This means that litter, especially used litter, can go flying. The best thing to minimise mess is to get a larger, deeper litter tray. Rabbits will often try to position themselves in a corner when relieving themselves, so positioning the opening in a way away from their chosen corner of the box will help reduce spillage. The below image shows an ideal rabbit litter tray: Do not enclose the litter tray unlike in in nature, your bunnies litter tray is not a porous earthen enclosure with plants that enthusiastically absorb nitrogen. It is non-porous tray that needs to be emptied frequently and if left enclosed will allow nitrogen to build up. Rabbit pee can smell, so more often cleaning, or more absorbent litter is the answer. Enclosing the trya will just enclose the smell, and your rabbits nose is much more sensitive than yours, if the smell builds up too much they will just not go there, and will choose another place to go - like your bed. Number two: "happy trails" Rabbits occasionally suffer from excitement induced fecal incontinence, or cutely known as "happy trails". When excited, whether during positive experiences such you coming home, during feeding time, or new vistors, or negative experiences, such as for some rabbits, nail clippings, your bunny may release dropping pellets. This is outside of their control, and they will usally be very hard and dry, and easy to clean up. This is one of the joys of owning a rabbit. Pampering your rabbit Rabbits are more comfortable in an area when they can eat. So add some hay to their litter box. This also helps to passively position the rabbit into a corner, as rabbits are quite clean and won't relieve themselves on their food. So by positioning the hay in one corner of the box, you encourage the rabbit to go in the opposite one. Waste not want not One a final (slightly off topic) note, as mentioned rabbit waste from a well fed bunny is very high in nitrogen. If you use a recycled paper based litter, the used litter is excellent fertilizer and can be used in the garden, for example to grow nice leafy green vegetables, to feed to your rabbit... thus completing the circle of life.
21	As low as you can get away with. The issue isn't so much with the output, as it is with keeping the laser beam away from the cat's eyes and minimizing the damage in the event that you accidentally shine the laser in the cat's eyes. Same reason behind why it's illegal to shine a laser at a passing airplane, it has the possibility of blinding the pilot.
22	Use the red. All lasers can be dangerous if they hit the eye of a cat or a human, but red lasers are usually much less powerful and still very visible to cats. I'm a little torn on this topic because I've used red lasers as a cat toy lots of times, but it really isn't intended as a cat toy and it's worth remembering that their eyes are far more sensitive than ours. If you do use a laser, just exercise some additional caution.
23	I live in the Caribbean so it's pretty much always hot here and whenever my cat gets restless (constant kneading, meowing, clawing etc). I give him some cool tap water and anytime the fan is on, he likes to sit on the back of my chair apparently enjoying the breeze. He also seems to like the cold floor tiles in the day (I rarely see him on the rug) and at nights I put a hard pillow in his basket and keep it next to a slightly opened window. So, other things I do are to keep curtains closed so that the direct sun can't reach him when I'm not home but keep doors and windows open a bit for the occasional breeze to pass through and also keep his water in an open container in a corner.
24	I have had great luck with Thundershirts in calming my pets, both cats and dogs. If that doesn't work, give the dog a safe place to go, like their crate, may provide some relief. Putting the crate in a location away from the external walls may help some as well.
25	This article from Princeton University deals with laser pointer use and human effect, and it mentions that use of laser pointers that are higher than 5 mW are dangerous and should not be used, so it seems like the green one might be safe, although they recommend that the lower the output the better, as they will be safer. Like with any laser, avoid pointing it at your cat's eyes, or at reflective surfaces that might reflect the laser into their eyes, and that can cause problems, the same way it can for humans. Further, though, beyond just the output, another concern is that since the cats cannot "kill" the laser, they are not able to come down from the "high" of hunting, and may redirect that energy in negative ways (excessive grooming, aggression, etc), so it is suggested that at the end of a laser pointer play session, you give the cat something to "kill" such as a stuffed toy or something similar.
26	No need to refresh your cat, he will be perfectly capable of staying inactive for longer periods of time during the hot hours of the day. They are genetically programmed predators that are good at conserving their energy and finding secluded spots, lurking on their prey in ambush when conditions are too hot and they might exhaust themselves and overheat too fast. Make sure your cat has a shade to retreat to and access to fresh water. The place it stays at should be well ventilated, with fresh air coming into it, preferably with access to the outdoors, if at all possible. Cats will often retreat into the bushes or high grass during the hottest hours of the day, but it's also perfectly normal for them to enjoy a bit of the sun too. Don't worry about their fur getting too hot, it's well insulated and with most cat species, it will take a very long time for that heat to propagate onto their body. Cat species with shorter fur will only have this heat tolerance threshold ever so slightly lower than longer fur ones. They also exchange the heat mostly through breathing and pads, and not through their fur, so perhaps giving your cat access to areas laid with floor tiles or any other cooler surfaces wouldn't be a bad idea either. In short though, as long as your cat has all the essentials provided for, like access to fresh water, shade and well aired areas, they will do all the refreshing on their own well enough even in the hottest of climates during the hottest of hours. Do not use however some water sprinkler or a spray bottle on them with intention of helping them cool down. Cats utterly dislike that and when they learn what to run away from, they will and you'll only achieve the opposite with it, stressing and overheating your cat further.
27	I miss our rabbits, they're great pets... as for treats, I found that veggies made them happy, always. We had pellets for them, which tends to make them chubby, but our rabbits much preferred fresh veggies, especially carrot tops (they love the green more than the orange part, so much for Bugs Bunny) and fresh hay. One thing to really avoid is celery, the strings in the stocks could choke your rabbit. Generally, carrots, dandelion and romaine lettuce were big favourites for our guys and are good for them.
28	Distraction, via food, voice or otherwise, is usually a good way of managing in the short term but in my personal view it can take quite some time before the dog gets the connection if you're using distraction alone and relying on things to happen (i.e. whenever a child happens to pass by). Another short term technique to can be of help is finding an incompatible behaviour, i.e. one that, if he performs that behaviour, he can't exhibit the problem behaviour at the same time. In your case, for example, you might ask your dog to sit and to watch you. Both behaviours are incompatible with lunging, i.e. it can't lunge and sit at the same time. But you'll have to ensure his motivation to keep sitting is higher than his fear of the child. So get not just your average treats but very, very special super yummy sausages, steak, whatever he likes most. This is different from simple distraction, as you are asking your dog to actively do stuff and he knows that lunging at children will mean losing out on the reward he knows he's getting if he just keeps still that little bit longer. The long term solution is what's called desensitization and counter-conditioning. In short, it means gradually getting your dog used to whatever triggers the fear reaction (and it is fear 99% of the time rather than aggression) while at the same time associating the trigger with positive outcomes. Practically, it means you'll want to recruit someone's child to help you, since children seem to be the trigger. The main thing to do is to make this training exercise safe for the child, your dog and yourself, so ideally set it up with a fence between the dog and the child, so the dog can't get at the child even if you lose control of the leash. Find the distance at which your dog is still comfortable with the child, i.e. well before it starts lunging or showing any other warning signals (growling, raised heckles, etc.). While you are at a comfortable distance, whenever the dog looks over to the child, reward it with lots of praise and food (or a toy, if that's what motivates your dog). Really hammer it home that good things happen when it looks at the child and doesn't react. The best way to do this (if your dog is food motivated) is to give him a special type of treat, the nicest you can find, that he only gets when he is around children and behaves himself. Don't use this type of treat for anything else! Once your dog is happy with the child at a certain distance and realises good things happen with the child around, move a step closer. Really go slowly, as getting it wrong will undo a lot of work up to that point. When you do get it wrong and your dog reacts to the child, lead it away to a safe distance and start again. Don't punish the dog! You're the one who pushed it too quickly into a situation the dog is not comfortable with. Simply go back to a distance the dog is OK with and start again. Do this for 5-10 minutes, then wait until the next day. Gradually build up your dog's resistance to children and slowly associate them as being good for it. Keep in mind that this might be a long and slow process for the simple reason that when you're actually out on a walk and your dog is forced into a situation it's not comfortable with (children have the unfortunate tendency of wanting to pet even the most fearsome and aggressive looking dogs) and it lunges, the kid will probably run away, meaning the dog's response just got reinforced and you have to undo that again. Dog is scared of kid, dog lunges, kid runs away => dog achieves desired outcome.
29	There are a lot of toys on the market designed to stimulate cats who are stuck in indoor environments, and usually they are designed to mimic behaviours that cats use outside and in the wild, etc. Some suggestions you might want to try that don't involve buying possibly expensive toys that your cat might not like are: give it food to hunt. I often use cat treats, which I can hide in boxes or paper bags or the like and my cat will hunt them down. He likes both the box/bag to play in, and the hunting the food. give it something to climb and/or scratch on - if your cat is like other outdoor cats I know, they likely like climbing on whatever they find (fences, trees, etc), and trying to mimic that inside with a cat tree or something similar might help. if she likes string, you might want to consider a toy that is on a string - you can get ones that are on sticks that you hold, or you can also find ones that you can mount over a door or in a door frame that they can chase and pounce.
30	Dogs are territorial and will protect their area whenever there is some natural or an artificial border separating their territory from not their territory. Most of them aren't too aggressive at that tho, and if you opened the fence doors you'd likely observe your dog bark while a passer by walks next to the fence, and stop soon after they pass by the open door. That might not be possible to do in your case, but you have probably observed this behaviour previously with other dogs behind fences. I'm describing this to somewhat lower your expectations, because you're unlikely to stop your dog barking at passers by when they approach some barrier they learned to protect, adopted as their territory. When I say learn, large part of this behaviour would be preconditioned and greatly depends on the dog species, and when I say their territory, some dog species that are more lenient to strangers approaching might be more permissible in all of this. So one way to prevent that would be distancing your dog from the fence itself, maybe by building a kennel within that fence but far enough from it for the dog to feel comfortable with strangers passing by (it would depend on each individual dog really, even their pecking order if you have more than one), but I would advise against chaining your dog or anything of that sort, not to cause it further inconvenience. The dog is really merely doing its job when barking at strangers. And strangers here means any passers by that the dog didn't yet successfully identify on their approach. Different dog breeds will have different sight, smell and hearing abilities, so this will vary too. Alternatively, if at all possible, move your fence to be slightly protruding onto the street, at least a bit more than your neighbour's so the dog can see, smell and hear incoming passers by before they nearly brush against your fence and surprise your dog, making it bark even more vigorously. Or even the other way around, recess your fence inwards so there's enough of space between the pathway beyond the fence and the fence itself. Anyway, there are many ways to help prevent or lower the frequency of this barking through the fence, once you know where this behavior originates from. Observe your dog, allow it to move freely on your lawn and take a mental note of when the dog doesn't feel threatened by passers by, and when it does. Then apply these rules learned to whatever would keep your dog from barking through the fence. Some breeds tend to be more nervous while others might be easier to apply any of these rules to and mitigate this problem. Terriers are particularly territorial (not where the name comes from, tho), also shepherds but usually when there's something else than themselves to protect within the protected area, and some hounds or similar might not even give any attention to passers by. As a general rule of a thumb though, bigger dog breeds tend to be more confident in themselves and be slower, less energetic in their reactions to strangers. Unless they feel they really have to. So, learn your dog's ways and you two will work together on it, figure it out. ;)
31	This is a common behaviour. There are a few different ideas as to why cats seem to like shoes in particular as stash locations. They are small spaces that seem hidden, which cats like - they want to hunt things and then hide them for later, and the shoes seem like a good sneaky way to hide them away from the other people in the house (or other animals), as they are small and hard to see into and easy to overlook. They are bringing you a present! Cats tend to hunt and bring the kills to whoever they care for (other cats, people, etc), and since your shoes will retain a lot of your personal scent, especially if they are ones you wear often, the cat will associate them with you, and thus put the toys there for you to find as gifts and proof of their hunting prowess.
32	I use the squirt bottle technique, a little squirt of water doesn't hurt them, but it discourages the behaviour. However, maybe it's just that my cats are especially intractable, but it's usually a short-term dissuasion in my experience. Just make sure that they don't see you squirt them, it may affect their reaction.
33	As a child I've always picked up snails by their shell. No matter if it were small snails or burgundy snails. Their houses are sturdy enough that you wont crush them when you pick them up, just apply enough pressure to safely grab it. Use as many fingers as you can so the pressure is distributed evenly. A snails foot is well protected by the mucus on it. They also secrete mucus from the foot to aid in locomotion by reducing friction, and to help reduce the risk of mechanical injury from sharp objects, meaning they can crawl over a sharp edge like a straight razor and not be injured. As long as you are careful and don't rip the snail away from the surface, you should be safe lifting the it slowly. As soon as you gently pull it, it should let go of whatever it foot attached to or if it is too light, light a small twig, you will lift that, too. Another way is to touch the snails antennas. This usually makes the snail retract into her shell which makes picking it up even easier. Of course you have to be careful not to hurt the snail.
34	The Humane Society of the United States has a few suggestions to prepare your pet. Some of them sound a little silly, but they do work. One of the most important things is getting the pet used to the new noises and sounds the baby will make - a lot of pets will find baby cries and the like upsetting. You can play crying sounds and the like to acclimate the pet, for example. As for actual introduction of the baby to the pet, they suggest first giving the animal something with the baby's smell on it (a blanket, etc) so they don't get alarmed by the new smell in the house, if possible. It is also suggested that you try to keep your pet's routine the same as much as possible, and that you greet the pet first without the baby when you arrive home with your new child. Basically, you want the pet to interact positively with the baby, so you will want to reward and encourage positive interactions, and at first you might want to limit the time the pet and the baby spend actively together. Bring the baby to sit with the pet, etc (with you holding the baby, of course), for small bursts, extending them over time, as the pet gets used to the baby.
35	I would say start by familiarizing the dog with the baby's scent. Bring an item that contains your baby's scent, such as a burp rag before bringing the baby around the dog. Have the dog sniff it from a distance at first preferably. By doing this, you are communicating to your dog that the item is yours and then giving permission for the dog to sniff. This helps start the process of creating respect for the baby. Be very careful also as dogs have been known to attack children for particularly no reason, the noise might excite them or they might be overly rough when playing around etc. There are many articles around the web. I suggest not leaving the dog with the toddler and paying attention to how he behaves around the baby, if seeking attention, dogs can get restless and this can lead to accidents. Other general tips are to: Pay attention to your dog when around the toddler and make sure you are in a controlled environment. Observe and become aware of how the dog seeks your attention. Know your dog’s sensitivities. Research the breed or mixes. Does he startle with fast motion, noises etc. Allow your dog to become familiar with the baby equipment.
36	This is a very tricky problem for the simple fact that your dog gets rewarded every time it barks at a passerby. In the dog's head, it's all very simple. Person approaches, dog barks, person leaves. Yay to the power of barking! Depending on the size of your garden, if none of TildalWave's suggestions are an option, you might have to temporarily keep your dog in the house while you're not at home and in a room that doesn't allow him to bark at passersby through the window. The long-term approach is to use desensitisation and counter-conditioning, that is, slowly get your dog used to strangers coming near the fence and start to associate strangers with good things happening(TM). You'll have to recruit some strangers (to your dog) and ask them to approach the fence to a distance that your dog is comfortable with. Reward your dog for noticing the stranger but not barking at it. Slowly move the dog and/or stranger closer together and keep rewarding good behaviour. Try to set your dog up for success as much as possible. The less often you get your dog's threshold wrong, the quicker it'll learn. Also, it is very important for the stranger not to move away if your dog does start barking, as this will only reinforce the unwanted behaviour. Just ask the person to stay still and move your dog further away from the fence. Most of all, exercise plenty of patience as it might take a while.
37	He may be finding the engine noise distracting or irritating (same can be said for human reaction too) and so is vocalizing his displeasure as a result. I have to be honest, I don't think I've heard of this before, so it may be worth having his hearing and ears checked to be safe.
38	In addition to John Cavan's answer, if you've ruled out any medical problems your dog most likely howls at the plane to make it go away - and it's working! If planes pass over your house frequently enough, you'll want to desensitise your dog to the noise. Try searching for airplane noises on YouTube and play them at a volume that your dog is comfortable with. Reward with lots of treats and praise. Increase the volume in very small steps, as you will undo a lot of the work if you misjudge your dog's limits and he starts howling. Have lots of patience, it'll likely take a while for your dog to get used to the noise and to associate it with good things happening(TM).
39	According to various pet behaviourists, dogs' Circadian rhythms are generally set around the amount of daylight rather than time, as they lack the ability to differentiate between say, 6 PM and 7 PM the way humans do. This is mitigated some by the artificial light cycles (you turning lights on and off, etc) in your home. Your pet might notice the change and will likely take a bit to adjust, but generally they do adjust to the differences (in daylight, timing, etc.) which come with Daylight Savings time. If you like, you can choose to slowly adjust the pet's schedule, but generally the pet should be okay with the time change. Like humans, pets will need time to adjust, but they generally figure it out.
40	I've found that my rabbit loves to eat timothy hay, bananas, slightly peeled grapes, mostly stuff that's sweet. He hates veggies. Tried most kinds of greens that are available in the grocery store. Other than timothy hay, the rabbit will not eat anything green. He even has a preferred brand. Here is a complete list of dos and don'ts that I've found in terms of food.
41	You can use a magnetic fish tank cleaner (one example). It consists of two pieces that use magnets to attach through the glass. One piece is often shaped like a grip, the other piece has a surface used to clean off the algae. You have to be careful the cleaning surface is free of sand or other dirt, otherwise you might scratch the glass. There are floating versions available which don't drop down to the bottom of the aquarium if the pieces lose contact. This reduces the risk of getting sand onto the surface and makes it easier to retrieve the piece that's in the water.
42	Generally speaking, if you are not familiar with the water source, it is not safe to let your dog drink from it. Leptospira, which is a genus of bacteria excreted in the urine of infected animals, can survive for many months in water ways, so our vet has recommended that in addition to his normal annual shots, he also be inoculated for leptospirosis. Beyond the additional inoculations, our vet has not shown any serious concerns though. However, it is always advisable to consult with your vet as there may be pathogens that are common to waterways where you live.
43	This has to do with security. A box has 4 sides so they feel safe and protected since they are closed off. It also gives them the element of surprise and if anything happens they can easily escape/attack etc. (src) They like the security of an enclosed space. A box resembles a cave and may make your cat feel secure knowing they are protected and, theoretically, cannot be attacked from behind. Boxes are fun! Lots of cats seem especially playful in and around boxes. Cats enjoy jumping in and out of a box, pouncing, stalking and climbing atop boxes. Cats are little predators, and a box is a great spot from which to pounce on their prey, even if the prey is just a catnip mouse toy. Boxes are cozy. Try putting a soft blanket in the bottom of your cat’s favorite box. The sides help retain the cat’s body heat making a comfy nest. (src)
44	Try to break up your problem into a set of small easy steps and work on each one separately. For example, to try and get your dog to overcome the fear of noises from the TV start with the TV set to very low volume. Play a movie, and hang out with your dog, feeding her yummy treats repeatedly. Make sure you start out with a very low volume level, and a very high frequency of rewards. At this point you are trying to get your dog to focus on the food and not the noise, so it is fine to give lots of treats (use something cheap, and break it up to small, pea sized, bits. One good option is string cheese cut to small pieces). Slowly decrease the rate of rewards. Can you get to a point in which you only give her a treat once every 10 seconds? 30? 60? Then increase the volume a bit, and go back to fast rewards. Continue until she is ok with normal TV volume. If at any point she starts showing signs of stress/fear (cowering, lip licking, etc) go back a step - reduce volume and give more rewards. For walking outside. Again, break the problem into small steps. Getting the leash, getting out the door, standing close to the house and watching cars drive by, standing on the sidewalk, walking on the sidewalk, and so on. reward heavily for each 'small step' at first. You are trying to build a connection in your dog's mind between these strange (possibly scary) noises to good things - namely treats.
45	There are a few types of fish that feed on algae, and some are pretty cool looking. I've found this list of algae-eaters, which is a great list because it lets you know whether your existing fish will find them tasty. Some examples: Otocinclus sp. American flagfish Neritina sp. zebra snail Whiptail catfish.
46	Ultimately positive praise, reward, and repetition are the keys. When taking him out after meals, try to direct your dog to the particular area in which you would like him to relieve himself. You will have to stay with him and try to encourage him to remain in that area until he goes. Once he does, provide him with positive praise and rewarding him (food rewards obviously will work best). And keep repeating until he picks up on the idea. However, just like with paper training an apartment dog or regular house-breaking, accidents will happen. It is important that you do not punish him for going where you don't want him to go, especially very early in the training. It will only confuse him and possibly associate the punishment with going to the bathroom, which will complicate matter significantly.
47	Feral cats can be domesticated, but that is somewhat dependant on why they're feral in the first place. A cat born wild is likely to stay mostly that way even if it is comfortable with other cats or one human. A cat that is feral because it was "kicked out" or abandoned is more amenable to human contact and can be brought back to comfort with humans as a result. My in-laws have done this successfully with about a half dozen rescues and our current cats are offspring from one of those successes, it just requires a lot of patience and a willingness to sit still for it. I did a similar thing for a persian that was badly abused and was deathly afraid of men, eventually he was the biggest suck of a cat you could meet. In terms of your Mom's cat, it may never entirely get comfortable with people and not all cats are keen to be petted either. The puppy represents a disruption to routine as well and some cats really hate that, so that may be the real reaction rather than specifically the puppy. Mind you a nutty dog in a dignified cat's "space" may be sufficient offence anyways. :D
